id,Был негативный опыт кредитов,Был позитивный опыт кредитов,Вернул кредит,Возраст,"Доход в месяц, руб",Количество кредитных карт,Количество лет на последней работе,Количество объектов недвижимости в собственности,Уровень образования
5935,0,1,1,31,359276,1,6,9,2
5936,0,0,1,32,20515,1,4,8,2
5937,0,0,1,40,20561,2,2,0,2
5938,0,1,1,54,20569,2,3,9,3
5939,0,1,1,35,22409,5,7,0,2
5940,0,0,1,31,205357,3,4,0,2
5941,0,0,0,35,18478,5,4,0,2
5942,0,0,1,31,460333,6,17,0,2
5943,0,0,1,45,204619,1,16,0,2
5944,0,0,1,31,373591,6,15,3,2
5945,0,1,1,51,224786,1,4,0,3
5946,0,1,1,39,22623,4,3,12,2
5947,0,1,0,45,352310,5,4,3,2
5948,0,1,1,57,266660,3,3,5,3
5949,1,0,0,40,24722,1,4,0,2
5950,0,1,0,41,7032,3,2,6,3
5951,0,0,0,43,170215,7,2,0,2
5952,0,1,0,37,18142,3,18,12,2
5953,0,1,1,30,24772,1,4,0,2
5954,0,0,1,55,215329,1,16,11,3
5955,0,0,1,34,43091,4,3,6,3
5956,0,0,1,34,582805,1,3,2,5
5957,1,1,1,41,456264,2,16,8,1
5958,0,1,1,50,67021,2,3,5,2
5959,0,0,0,23,16034,2,3,0,2
5960,0,1,1,46,24055,1,6,0,1
5961,1,0,1,37,371114,4,3,0,2
5962,0,0,1,47,19439,2,3,3,2
5963,0,0,0,33,17145,4,9,0,2
5964,0,1,1,33,21123,2,2,0,2
5965,0,0,0,35,439237,6,4,11,1
5966,0,1,1,33,54778,2,21,10,3
5967,0,1,1,31,24736,2,3,1,2
5968,0,0,1,28,726290,2,2,5,2
5969,0,1,1,27,95082,3,4,0,3
5970,0,0,0,61,19375,2,4,9,3
5971,0,0,1,40,21224,2,12,10,3
5972,0,0,0,29,18002,3,6,2,3
5973,0,0,0,30,359693,4,11,5,2
5974,0,0,0,34,18392,1,11,0,2
5975,0,1,0,28,115684,2,4,0,2
5976,0,0,0,29,24287,1,2,0,2
5977,0,0,0,34,16015,4,3,0,2
5978,0,0,1,34,315878,3,3,8,3
5979,0,1,1,19,767971,1,7,0,2
5980,0,1,1,44,440679,3,3,0,1
5981,0,1,1,52,16677,3,8,4,2
5982,0,1,1,56,173458,3,4,0,2
5983,0,0,1,42,54457,3,8,9,3
5984,0,0,1,42,17685,5,3,7,2
5985,0,0,1,45,366899,5,3,0,3
5986,0,1,1,32,287187,2,3,0,2
5987,0,0,0,46,21769,1,3,9,2
5988,0,1,0,35,670564,2,4,0,3
5989,0,0,1,25,25760,8,23,2,2
5990,0,0,1,33,10796,2,12,0,3
5991,0,1,1,33,84688,5,4,4,2
5992,0,0,0,24,409792,1,13,4,3
5993,0,0,0,42,2667,1,1,6,2
5994,0,1,0,32,262386,2,16,0,2
5995,0,0,1,35,559237,2,3,0,1
5996,0,1,1,30,24191,2,8,0,2
5997,0,0,1,33,18376,3,10,3,1
5998,0,0,1,34,23639,2,4,2,2
5999,1,0,1,43,71296,1,3,8,3
6000,0,1,1,34,181851,1,13,0,4
6001,0,0,1,32,28105,1,4,0,2
6002,0,0,1,24,49793,2,11,7,1
6003,0,0,0,50,246931,4,12,8,2
6004,1,1,0,35,17703,3,12,0,2
6005,0,1,0,32,16738,2,3,4,2
6006,0,0,0,32,98826,2,3,0,2
6007,0,1,1,29,18247,1,4,0,4
6008,0,1,0,32,18873,2,3,2,2
6009,0,0,0,39,13194,4,14,3,2
6010,0,0,0,35,19693,6,9,1,2
6011,0,1,0,31,493865,1,3,0,2
6012,0,1,1,46,447248,2,9,4,2
6013,0,0,0,50,20753,4,1,6,2
6014,0,0,1,42,455995,1,4,0,2
6015,0,1,0,33,20653,3,11,0,2
6016,0,0,1,29,317834,3,3,1,2
6017,1,0,0,41,14640,4,1,0,3
6018,0,1,1,33,23014,5,10,0,3
6019,0,1,1,42,22561,6,10,6,2
6020,0,1,1,33,315685,2,7,0,2
6021,0,0,1,34,6946,2,2,0,2
6022,0,0,1,40,24341,6,7,0,2
6023,0,1,0,44,14127,3,9,0,3
6024,0,1,1,33,20193,3,10,6,3
6025,0,0,0,50,18389,6,4,0,2
6026,0,1,1,48,9551,4,2,0,3
6027,0,1,0,33,140879,1,3,0,3
6028,0,1,1,45,54339,1,4,14,2
6029,0,0,1,29,18323,2,3,0,2
6030,0,1,0,36,16515,5,13,3,2
6031,0,1,1,34,292932,3,13,0,3
6032,0,0,0,46,389533,2,9,0,3
6033,0,0,1,29,14804,2,4,0,2
6034,0,0,1,40,23499,5,2,11,2
6035,0,0,0,32,453341,1,3,8,3
6036,0,0,0,41,20112,4,17,10,2
6037,0,0,1,35,18168,0,3,9,3
6038,0,0,0,38,13727,5,4,0,3
6039,0,1,1,42,223396,2,4,5,2
6040,0,1,1,41,18385,6,2,14,2
6041,0,1,1,48,24471,3,3,7,1
6042,0,1,1,24,16515,2,0,6,2
6043,1,0,1,62,410009,3,14,9,3
6044,0,0,1,35,421431,6,3,0,4
6045,1,0,0,53,18566,2,3,2,2
6046,0,1,1,29,284995,3,4,0,1
6047,0,0,1,61,216654,3,3,2,2
6048,0,1,1,31,398563,3,4,0,3
6049,0,1,1,29,209200,1,4,0,4
6050,1,0,0,41,17383,2,10,0,2
6051,0,1,1,32,20952,2,2,6,1
6052,0,1,0,38,283935,3,2,14,2
6053,0,1,1,53,6316,4,7,2,2
6054,0,0,1,47,298557,5,3,4,4
6055,0,1,1,31,99575,8,9,2,4
6056,0,1,1,33,23674,2,3,0,2
6057,0,1,1,41,123288,4,14,10,2
6058,0,0,1,42,306600,2,3,0,1
6059,1,1,1,34,344898,2,3,3,2
6060,0,1,1,31,190492,2,22,1,3
6061,0,1,1,49,12934,4,10,2,2
6062,0,1,1,33,318792,2,10,0,2
6063,0,1,0,46,443668,1,4,10,2
6064,0,0,1,39,19835,2,3,0,3
6065,0,1,1,39,12706,1,3,1,1
6066,0,1,1,48,103871,5,5,1,1
6067,0,1,1,25,133226,3,12,5,2
6068,0,0,0,40,18059,3,2,4,2
6069,0,0,1,57,20559,5,2,0,3
6070,0,1,1,28,352301,1,3,10,2
6071,0,1,1,24,146249,2,2,0,2
6072,0,1,1,34,16523,1,3,0,2
6073,1,1,1,46,141178,6,16,0,4
6074,0,0,0,39,19621,5,3,0,3
6075,0,1,0,37,390855,5,4,0,2
6076,0,1,0,36,113061,3,4,0,2
6077,0,1,1,45,20297,6,19,2,2
6078,0,0,1,30,24278,2,3,0,2
6079,0,1,1,47,357101,9,21,8,4
6080,0,0,1,27,177084,2,3,0,2
6081,0,1,1,44,19566,2,2,1,2
6082,0,1,1,45,191389,2,22,0,4
6083,1,1,0,30,70309,2,3,3,2
6084,0,0,0,35,560226,2,7,0,4
6085,0,0,1,45,11418,2,19,0,2
6086,0,0,1,25,24345,3,3,1,3
6087,0,1,1,30,14340,2,12,5,2
6088,0,1,1,34,169477,6,3,5,3
6089,0,1,1,45,564901,2,3,1,2
6090,0,0,0,46,345442,2,6,0,2
6091,1,0,1,46,13711,1,15,0,1
6092,0,1,0,36,15245,2,10,0,2
6093,0,1,0,34,201825,2,3,3,2
6094,0,0,1,30,44479,1,8,2,3
6095,0,0,1,49,18186,2,21,10,4
6096,0,1,1,41,17623,6,3,0,2
6097,0,1,1,34,24649,2,3,0,2
6098,0,0,1,27,11210,6,2,4,2
6099,0,0,1,45,20409,6,4,0,3
6100,0,0,1,31,416017,1,14,0,3
6101,0,0,0,47,20759,2,9,0,1
6102,0,0,1,15,8412,2,2,16,3
6103,0,1,1,31,24626,2,4,1,2
6104,1,0,0,40,12847,2,5,0,2
6105,0,1,0,23,18401,5,7,0,2
6106,0,1,1,29,158407,2,11,6,2
6107,0,0,1,35,9473,1,2,2,2
6108,0,0,1,30,545080,5,3,0,3
6109,0,1,1,23,24241,2,15,12,3
6110,0,0,0,37,18438,5,4,0,2
6111,0,1,1,48,435861,2,14,4,2
6112,0,1,1,47,19383,2,3,4,4
6113,0,1,1,34,528734,3,4,0,2
6114,0,0,0,34,20843,2,2,0,2
6115,0,0,1,27,350278,7,4,14,2
6116,0,1,0,40,93516,2,3,6,2
6117,0,0,0,27,354964,1,7,0,2
6118,1,1,1,29,10222,2,9,0,2
6119,0,0,1,22,251902,5,5,0,2
6120,0,1,1,37,17097,2,0,0,4
6121,1,0,1,49,478382,3,20,0,1
6122,0,0,1,34,39879,3,7,0,2
6123,0,0,1,44,24208,1,3,3,4
6124,0,1,1,30,135811,6,2,0,2
6125,0,1,1,33,260230,2,3,5,2
6126,0,0,1,42,15755,5,14,6,4
6127,0,1,1,36,241711,1,14,4,2
6128,0,0,0,32,22477,6,16,0,2
6129,0,1,1,31,18470,1,12,0,2
6130,0,1,1,32,76611,2,4,0,2
6131,0,1,0,42,367958,5,2,1,3
6132,0,0,1,30,22029,3,3,0,2
6133,0,0,1,31,21570,1,8,0,2
6134,0,0,0,33,19279,2,5,0,2
6135,1,1,1,37,291988,1,7,1,2
6136,0,1,1,38,17076,1,1,0,4
6137,0,1,1,59,21993,2,8,0,3
6138,1,1,1,43,23074,2,23,0,3
6139,1,1,1,43,255902,2,3,0,2
6140,0,1,0,30,477268,2,3,0,2
6141,0,0,1,34,23228,1,3,11,2
6142,0,0,1,32,22295,2,11,0,3
6143,0,0,1,34,119998,2,3,2,2
6144,0,0,1,33,54050,2,5,3,3
6145,0,0,1,37,227525,2,2,4,2
6146,1,0,0,40,21792,1,3,0,2
6147,0,1,1,49,17556,1,3,14,3
6148,0,1,1,52,433851,1,3,10,2
6149,0,0,1,35,6604,2,4,0,3
6150,0,1,1,43,18873,3,14,1,2
6151,0,1,1,32,20631,2,3,2,3
6152,0,0,1,53,419315,2,7,9,2
6153,0,1,1,42,300849,2,12,5,3
6154,0,0,0,26,22419,1,5,0,3
6155,0,0,1,30,21552,1,14,0,2
6156,0,0,1,36,236312,2,7,0,2
6157,0,0,0,25,19749,5,4,3,3
6158,0,1,1,29,125493,1,3,0,2
6159,0,0,1,31,19283,6,3,14,3
6160,0,1,1,53,602360,2,7,0,2
6161,0,1,1,33,19645,3,3,1,2
6162,0,1,1,49,22955,4,7,10,3
6163,0,1,1,34,21568,2,20,2,4
6164,0,0,1,36,560753,3,2,0,2
6165,0,0,0,25,20495,2,7,3,3
6166,0,0,1,30,34490,5,2,2,2
6167,0,1,1,31,19233,1,2,8,4
6168,1,1,0,35,21760,7,6,9,1
6169,0,0,1,43,40149,7,12,8,1
6170,0,1,0,27,170934,1,2,0,2
6171,0,0,1,32,42240,4,18,0,2
6172,0,1,1,52,21802,1,1,4,2
6173,0,1,0,45,251896,7,12,7,1
6174,0,1,1,26,16590,1,3,0,2
6175,0,1,1,40,70173,1,16,0,3
6176,1,1,1,45,430914,1,2,0,2
6177,0,1,1,43,21680,1,6,0,2
6178,0,1,0,49,21547,2,3,0,2
6179,0,0,1,35,106995,2,4,2,2
6180,0,1,0,36,674321,2,3,0,2
6181,0,0,1,27,19410,1,8,0,2
6182,0,1,1,52,248015,2,3,2,2
6183,0,1,1,30,23570,2,9,0,3
6184,0,0,1,37,19221,2,6,0,2
6185,0,0,1,25,23895,2,2,0,2
6186,0,0,0,49,20076,1,3,0,2
6187,0,1,1,29,341596,1,4,0,2
6188,0,0,1,51,285382,2,11,3,1
6189,1,0,0,41,16658,3,8,0,2
6190,0,1,1,52,1265714,2,26,0,4
6191,0,1,1,41,19947,1,8,1,2
6192,0,1,1,41,148360,3,5,6,2
6193,0,0,1,32,664409,5,4,4,2
6194,0,1,1,51,15759,3,3,0,2
6195,0,1,1,31,184691,0,4,7,2
6196,0,1,1,54,516695,2,22,0,3
6197,0,0,1,61,25542,1,9,11,2
6198,0,0,1,33,19636,1,10,0,2
6199,0,1,1,35,21946,3,16,12,2
6200,0,1,1,27,207263,1,10,8,2
6201,0,0,1,31,829704,1,7,8,2
6202,0,1,1,33,300610,1,4,0,2
6203,1,1,1,37,22355,1,4,0,2
6204,0,1,1,34,95883,2,12,4,2
6205,1,1,0,47,301243,3,5,0,2
6206,0,1,1,34,24296,3,5,0,2
6207,0,0,1,31,230662,5,3,0,2
6208,0,0,1,36,433655,7,13,9,2
6209,0,0,1,23,110198,4,5,3,4
6210,0,1,1,58,11799,2,5,0,2
6211,0,0,1,25,417798,8,13,0,3
6212,0,0,1,31,10229,2,4,0,2
6213,0,0,1,36,131295,6,-1,3,2
6214,0,0,1,39,15661,3,8,4,2
6215,1,0,0,41,22873,5,11,0,2
6216,0,1,1,28,293261,1,5,6,2
6217,0,1,1,55,478308,1,11,11,2
6218,0,0,1,44,20398,4,9,5,2
6219,0,1,1,30,705265,2,6,0,2
6220,0,1,1,34,17662,1,2,0,2
6221,0,1,1,35,19810,5,4,0,1
6222,0,0,0,38,15458,1,19,4,2
6223,0,0,1,45,72043,3,3,2,2
6224,1,0,0,41,20424,2,3,7,2
6225,0,1,1,32,8963,8,1,0,3
6226,1,1,1,38,20636,2,21,0,2
6227,0,1,1,52,15388,1,6,0,3
6228,0,0,0,27,18917,5,7,1,2
6229,0,0,1,35,257508,3,8,0,2
6230,0,0,1,33,144065,4,6,7,2
6231,1,0,0,32,18961,5,16,1,2
6232,0,1,0,34,154602,6,3,0,1
6233,0,1,1,36,14911,5,4,9,2
6234,0,0,1,37,22782,2,4,3,3
6235,1,0,1,25,644635,2,0,4,3
6236,0,1,1,30,63373,5,24,5,2
6237,0,0,1,39,35530,3,15,0,2
6238,0,1,1,39,8731,2,11,6,2
6239,0,0,1,34,388484,5,2,5,4
6240,0,1,1,39,295383,1,3,0,2
6241,0,1,1,47,116698,6,9,12,2
6242,0,0,1,36,325429,4,3,1,2
6243,0,1,1,38,20582,1,5,6,3
6244,0,1,1,43,369427,5,9,0,2
6245,0,0,1,57,22754,2,12,2,2
6246,0,1,0,33,94716,2,4,13,2
6247,0,0,1,35,22063,5,5,5,3
6248,0,0,1,54,298029,1,3,0,2
6249,0,1,1,45,8539,3,18,0,3
6250,0,1,1,25,128316,1,2,0,2
6251,1,0,0,48,22978,2,9,1,1
6252,0,0,1,58,15899,2,4,0,2
6253,0,1,1,26,106538,5,3,7,3
6254,0,1,0,27,24118,3,4,0,2
6255,1,0,1,25,14046,2,16,0,2
6256,0,0,1,33,21640,2,1,6,3
6257,0,0,1,58,22968,2,10,0,2
6258,0,0,1,48,150069,5,2,8,2
6259,0,1,1,29,46692,5,3,2,3
6260,0,1,1,54,7136,2,3,5,2
6261,1,1,1,26,23982,2,2,0,3
6262,0,0,1,28,316486,4,2,6,2
6263,0,1,1,54,22464,2,3,0,3
6264,0,0,1,32,14098,4,9,0,2
6265,0,0,1,42,19162,2,4,0,2
6266,0,0,1,34,21437,5,3,9,2
6267,0,0,1,37,23507,1,4,1,2
6268,0,1,1,31,8600,2,8,0,2
6269,0,0,1,55,419194,1,4,0,2
6270,0,0,1,33,41057,2,3,4,2
6271,0,0,1,33,346756,3,15,0,3
6272,0,0,0,30,15131,1,8,0,2
6273,0,0,1,28,15074,4,3,15,3
6274,0,1,1,50,502540,1,5,0,2
6275,0,0,1,37,350319,2,4,8,2
6276,0,1,1,31,11003,2,2,1,4
6277,0,1,1,46,63764,2,5,0,2
6278,0,0,1,38,21906,2,3,14,2
6279,0,1,1,50,24970,2,16,3,2
6280,0,1,0,33,17197,2,6,3,3
6281,1,1,1,25,12580,0,3,10,2
6282,0,0,1,24,14367,5,4,6,2
6283,0,1,1,26,148452,2,1,6,4
6284,0,1,1,35,197289,1,10,2,2
6285,1,0,1,34,896099,2,7,5,2
6286,1,1,0,40,473011,8,2,0,2
6287,0,0,1,32,922368,3,10,0,2
6288,1,0,1,34,271680,1,3,0,2
6289,0,0,1,24,14793,2,14,1,2
6290,0,0,0,31,22406,2,12,0,2
6291,0,0,1,51,126547,3,3,4,2
6292,0,0,0,44,19872,1,3,2,2
6293,0,0,1,32,16783,2,3,0,5
6294,0,1,0,34,361997,3,4,6,2
6295,0,0,0,41,23395,4,7,0,2
6296,0,1,0,41,17088,2,4,5,3
6297,0,0,0,39,356021,1,12,0,2
6298,0,1,1,34,295763,1,1,0,2
6299,0,1,1,39,17821,1,3,0,2
6300,0,0,1,35,407591,1,2,0,3
6301,0,1,1,43,12736,5,2,0,2
6302,0,1,1,47,14087,4,15,4,2
6303,0,1,1,42,15820,2,18,13,2
6304,0,0,1,39,361970,3,3,0,2
6305,0,1,1,35,13203,5,16,2,2
6306,0,1,1,47,104833,2,19,5,2
6307,0,0,1,31,398706,1,3,3,2
6308,0,0,0,41,17109,2,1,0,4
6309,0,1,1,50,24480,4,22,0,2
6310,0,0,1,46,23649,5,2,0,2
6311,1,0,1,34,755502,2,16,2,1
6312,0,0,1,42,11867,2,3,4,3
6313,0,1,0,40,22769,4,3,4,3
6314,0,0,0,41,132349,4,7,0,3
6315,1,0,1,30,323516,2,4,0,2
6316,0,1,0,53,146988,5,13,2,2
6317,0,0,1,28,19705,2,3,9,4
6318,0,0,1,32,15352,2,3,0,2
6319,0,1,1,31,23875,2,27,0,4
6320,0,0,0,28,22342,5,3,3,2
6321,0,1,0,58,125221,5,2,0,2
6322,1,1,1,55,143740,4,4,0,2
6323,0,1,0,46,20725,3,23,1,4
6324,0,0,0,42,256583,1,5,10,3
6325,0,0,0,29,289108,4,19,3,1
6326,0,0,1,44,24817,1,13,1,2
6327,0,0,1,57,24305,2,10,0,2
6328,0,0,1,32,180068,1,8,0,2
6329,0,0,1,31,474469,1,4,0,2
6330,0,0,1,38,277797,4,7,0,4
6331,0,0,1,38,481779,1,3,0,2
6332,0,0,1,34,175221,5,3,0,3
6333,0,1,1,31,319575,4,4,0,2
6334,0,1,1,44,145297,5,3,7,3
6335,0,0,1,41,119500,4,3,4,2
6336,1,1,1,27,13822,1,3,4,2
6337,0,0,1,59,23449,3,15,0,3
6338,0,1,0,44,365825,3,4,0,2
6339,0,0,1,47,23955,2,16,0,2
6340,0,1,1,27,21132,2,21,13,2
6341,0,0,1,64,15833,6,3,0,3
6342,1,0,0,30,7660,1,3,0,2
6343,0,1,0,37,660591,1,10,6,3
6344,0,1,1,33,124166,4,8,0,3
6345,0,0,1,55,16162,1,3,0,2
6346,0,1,1,34,22943,3,2,2,2
6347,0,0,1,31,167777,2,13,1,2
6348,0,1,1,21,161251,2,4,2,3
6349,0,1,0,38,21812,4,2,0,2
6350,0,0,0,32,126,5,3,0,2
6351,0,0,1,57,24310,4,4,0,2
6352,0,1,1,30,14096,2,2,0,2
6353,0,0,1,60,299765,3,0,10,2
6354,0,0,1,38,23112,2,2,0,2
6355,0,0,1,54,16481,1,3,0,2
6356,0,0,1,25,721236,5,1,13,3
6357,0,1,1,53,259841,2,3,0,3
6358,0,0,1,23,590967,6,3,0,2
6359,0,1,1,38,231654,2,17,0,2
6360,0,0,0,26,13694,5,5,0,2
6361,0,0,1,60,13480,2,19,0,2
6362,0,0,1,28,9552,1,5,1,2
6363,0,1,1,28,283019,4,3,0,3
6364,0,1,0,47,23629,6,4,0,2
6365,0,1,1,32,40424,3,3,1,2
6366,0,1,1,32,385930,6,6,0,3
6367,0,1,1,33,18705,1,2,24,1
6368,0,1,1,34,8600,2,20,0,2
6369,1,0,0,30,10007,4,7,0,2
6370,0,0,1,52,380183,4,2,0,2
6371,0,1,1,40,9739,2,17,4,1
6372,0,1,1,43,19848,3,19,0,1
6373,0,0,1,29,169959,3,9,5,3
6374,1,0,0,31,21732,6,6,9,2
6375,0,1,0,35,349729,5,3,2,3
6376,0,0,1,37,278318,6,3,6,3
6377,0,1,0,52,330034,1,4,0,5
6378,0,1,1,31,9195,2,4,8,3
6379,0,0,1,47,700408,4,19,11,2
6380,0,0,1,33,445932,4,3,12,2
6381,0,1,1,51,95424,6,3,0,2
6382,0,0,1,40,17020,3,3,0,1
6383,0,1,1,48,401734,9,21,0,3
6384,0,1,1,33,11398,6,32,2,2
6385,0,1,1,23,242929,1,2,6,2
6386,0,1,0,32,23645,4,6,3,3
6387,0,0,0,27,17298,3,7,8,2
6388,0,1,1,33,22162,3,3,0,2
6389,0,0,1,21,16581,5,14,0,2
6390,0,0,1,36,104151,4,14,3,3
6391,0,1,1,52,160874,7,23,0,2
6392,0,0,1,38,389224,2,2,0,3
6393,0,0,1,26,20437,2,8,1,4
6394,0,1,1,47,459449,5,5,0,2
6395,0,1,0,50,141776,2,3,0,4
6396,0,0,1,43,308420,3,3,2,2
6397,0,1,1,38,554355,4,3,0,2
6398,0,1,1,31,21482,2,1,0,2
6399,0,0,1,43,24625,5,3,4,3
6400,0,1,0,30,455054,2,10,2,2
6401,0,1,1,51,18963,2,22,0,3
6402,0,0,1,35,19082,6,9,6,2
6403,0,0,1,31,5789,1,8,0,3
6404,0,1,1,32,352646,2,5,0,3
6405,0,1,1,35,481694,4,13,0,3
6406,1,0,1,74,126064,1,4,0,2
6407,0,1,1,34,469099,1,17,0,3
6408,0,1,0,40,16286,3,13,0,2
6409,1,0,1,39,174274,6,4,0,2
6410,0,1,0,35,23049,6,4,1,2
6411,0,1,1,30,20963,5,3,1,3
6412,0,0,1,42,17888,3,3,0,2
6413,0,0,1,29,17555,2,8,0,3
6414,0,1,1,30,410877,5,8,0,2
6415,0,0,1,47,722557,2,16,4,2
6416,0,0,1,24,17415,2,7,2,2
6417,0,0,0,21,-3131,2,3,7,2
6418,0,0,0,45,68491,7,1,0,2
6419,0,0,1,35,24093,4,10,0,2
6420,0,0,1,50,16156,7,12,7,2
6421,0,0,0,37,245971,2,26,4,2
6422,1,1,0,28,680663,2,19,6,2
6423,0,0,1,40,366484,1,15,4,2
6424,0,0,0,29,23478,5,7,0,2
6425,0,1,1,42,21938,2,3,9,2
6426,0,1,1,38,346361,1,3,3,2
6427,0,1,1,35,28741,2,3,0,4
6428,0,0,1,32,14903,2,4,0,3
6429,0,1,0,33,233167,1,2,0,2
6430,0,1,1,43,354669,2,16,0,2
6431,0,0,1,45,397528,1,4,0,4
6432,0,1,1,55,89451,2,10,0,2
6433,0,0,1,30,583633,8,4,0,3
6434,0,1,1,43,264259,4,3,6,1
6435,0,1,1,30,142744,1,3,9,2
6436,0,0,1,28,179466,2,2,0,2
6437,0,0,1,32,587511,5,4,4,2
6438,0,0,1,29,227190,1,2,1,2
6439,0,0,1,38,22156,3,1,0,2
6440,0,1,0,46,972943,3,7,4,2
6441,0,1,0,30,21370,1,14,1,3
6442,0,1,0,37,113258,4,4,0,2
6443,0,1,1,37,18449,2,5,0,3
6444,0,0,1,32,399874,1,5,0,1
6445,0,1,1,28,712953,0,7,0,2
6446,0,1,1,31,81527,10,3,0,2
6447,0,1,1,49,358642,1,4,0,2
6448,0,0,1,39,568916,1,3,1,2
6449,0,1,1,39,24454,3,3,5,3
6450,0,1,1,55,46808,1,3,0,3
6451,0,1,0,29,14677,2,3,8,2
6452,0,1,1,36,53757,0,14,0,2
6453,0,0,1,34,358466,3,4,9,3
6454,0,1,1,34,23585,1,1,0,1
6455,0,1,1,28,23739,2,12,3,2
6456,0,0,1,39,9810,2,8,2,1
6457,1,0,0,38,24926,4,12,0,2
6458,0,1,1,42,410056,2,3,7,2
6459,0,0,1,40,399612,1,4,4,3
6460,0,1,0,36,122522,1,8,5,3
6461,1,0,0,35,12074,4,4,0,2
6462,0,1,0,32,19041,1,4,0,2
6463,0,0,0,67,278160,2,15,3,1
6464,0,0,1,37,11416,1,13,0,2
6465,0,1,0,52,139699,2,2,2,2
6466,0,1,1,47,422209,3,15,6,2
6467,0,0,1,34,21674,5,24,1,3
6468,0,0,1,43,19001,2,4,0,2
6469,0,1,1,49,37449,3,3,18,4
6470,0,0,1,31,9783,2,12,0,3
6471,0,1,1,46,296608,2,2,0,2
6472,0,1,1,40,23456,5,3,4,2
6473,0,0,0,34,152258,1,15,0,2
6474,0,0,0,56,147773,2,8,0,3
6475,0,1,0,25,386800,1,11,7,2
6476,0,1,1,22,10943,8,6,14,2
6477,0,0,0,54,214193,3,4,6,3
6478,1,1,0,34,176589,5,3,4,2
6479,0,1,1,51,15493,3,9,5,1
6480,0,0,0,49,23976,5,9,0,2
6481,0,1,1,38,163663,2,3,0,3
6482,1,1,1,31,26512,2,19,8,4
6483,1,0,0,35,66392,2,1,0,3
6484,0,1,1,36,10157,4,22,0,1
6485,1,0,1,33,349073,2,18,0,2
6486,0,0,1,54,291560,1,12,0,2
6487,0,1,0,52,397796,2,4,0,2
6488,0,0,0,30,488893,2,17,0,2
6489,0,0,1,33,423298,3,5,0,3
6490,0,0,0,35,171566,2,3,0,2
6491,0,0,1,45,24219,0,6,3,3
6492,0,0,1,26,24385,2,6,0,4
6493,0,1,1,40,251419,2,4,0,3
6494,0,1,1,26,310969,5,8,11,2
6495,0,0,1,40,278787,1,3,0,2
6496,0,1,1,36,23962,2,3,2,2
6497,0,1,1,34,52305,1,8,0,3
6498,0,1,1,41,526617,5,14,0,3
6499,0,0,0,29,24819,6,9,4,1
6500,0,0,1,22,24563,3,3,0,2
6501,0,1,1,40,24833,2,3,0,2
6502,0,1,0,35,22625,1,4,2,2
6503,0,1,1,36,38063,4,2,0,1
6504,0,1,1,34,98618,1,14,7,2
6505,0,1,0,42,121296,4,2,11,2
6506,0,1,1,38,23852,1,9,9,2
6507,0,0,1,39,308712,3,15,0,3
6508,0,0,0,33,242671,2,5,0,2
6509,0,0,1,41,825018,2,23,0,5
6510,0,0,1,36,24157,6,3,0,2
6511,0,0,1,45,413532,5,2,17,2
6512,0,1,1,30,132034,1,7,0,2
6513,1,1,1,27,23556,2,11,0,3
6514,1,1,0,35,24265,4,16,0,2
6515,0,1,1,40,18424,2,3,0,2
6516,0,0,0,49,87327,2,6,4,3
6517,0,1,1,41,16539,1,3,0,2
6518,0,0,1,32,775617,2,4,0,2
6519,0,1,1,30,20061,5,16,1,2
6520,0,0,0,59,273290,2,13,0,1
6521,0,0,1,35,23929,1,12,6,4
6522,0,0,1,30,3203,2,3,7,2
6523,0,0,1,52,23194,1,2,0,2
6524,0,0,1,27,23928,1,3,0,5
6525,0,0,1,33,20036,1,18,0,2
6526,0,1,1,56,24770,8,4,0,2
6527,0,0,1,35,175706,1,1,2,2
6528,0,1,0,30,240897,1,6,8,2
6529,0,0,1,66,21672,5,4,10,4
6530,0,1,0,45,357279,7,4,9,1
6531,0,1,0,34,351861,2,7,0,2
6532,0,1,1,36,23480,1,4,0,3
6533,0,0,0,47,18548,2,7,0,2
6534,0,0,1,33,391033,6,11,0,2
6535,0,0,1,41,16663,3,17,3,2
6536,0,1,1,29,12211,2,3,0,1
6537,0,0,1,30,21511,1,17,4,2
6538,0,0,1,28,9657,2,4,1,2
6539,0,0,1,29,22590,2,16,2,2
6540,0,1,1,25,266921,6,15,0,4
6541,0,1,0,33,78483,1,3,0,2
6542,0,0,1,48,16260,2,4,8,2
6543,0,1,1,33,11675,5,5,0,3
6544,0,0,1,49,180424,2,9,1,3
6545,0,1,1,42,24633,3,14,5,2
6546,0,0,1,39,135588,3,4,2,2
6547,0,0,1,29,240645,1,6,0,2
6548,0,0,1,51,555213,2,2,3,4
6549,0,1,1,34,97288,2,3,0,4
6550,0,0,1,33,11540,2,8,1,2
6551,0,0,1,38,21298,1,3,12,3
6552,0,1,1,53,14042,3,3,3,2
6553,1,1,1,29,21454,3,3,0,2
6554,0,1,1,39,24777,7,10,3,4
6555,1,1,1,34,621173,1,11,5,3
6556,0,0,1,40,14390,2,2,10,3
6557,0,1,1,34,17009,1,18,0,2
6558,0,0,1,33,16429,1,2,3,4
6559,1,0,0,29,19897,4,3,0,2
6560,0,1,1,40,265847,1,3,3,3
6561,0,1,1,34,99516,1,22,0,2
6562,0,1,1,34,20365,7,3,2,2
6563,0,0,1,35,36216,1,7,0,2
6564,0,1,1,46,19750,1,4,0,3
6565,0,1,1,44,101603,3,3,1,3
